N S BAAZAR
Phone No: 7002445877


Stock Summary Report
Dated: 09/11/2018 - 15/04/2027
Total Stock Value: 3528266679.44
Total Stock Quantity: 40230384.78569999 PCS


Name,Batch No.,Item Code,Purchase Price,Selling Price,Stock Quantity,Stock Value,Item Category Name,MRP,SALES PRICE WITH TAX
ANJALI LIGHTER 1 U,,8904126507387,93.0,119.0,0.0 PCS,0.0,"",170.0,""
ANMOL COCONUT 324 GM,,8902268014206,36.0,38.0,0.0 PCS,0.0,"",40.0,""
ANMOL LEMON MAAZA,,8902268013919,4.35,5.0,47.0 PCS,204.45,"",5.0,""
ANMOL LEMON MAAZA 170 GM,,8902268014961,26.0,27.0,10.0 PCS,260.0,"",30.0,""
ANMOL SNAZK IT 120 GM,,8902268014770,17.0,18.0,5.0 PCS,85.0,"",18.0,""
ANNAPUNA GHEE 200ML 200 ML,,8901832082009,126.59,150.0,0.0 PCS,0.0,"",170.0,""
ANNAPURNA GHEE 100 GM,,8901832081002,66.19,75.0,0.0 PCS,0.0,"",83.0,""
ANNAPURNA GHEE 1LTR 1 LTR,,8901832000126,616.0,640.0,4.0 PCS,2587.2,"",745.0,""
ANNAPURNA GHEE 250 ML,,8901832202506,152.84,170.0,8.0 PCS,1222.72,"",190.0,""
ANNAPURNA GHEE 50 GM,,"",32.49,40.0,0.0 PCS,0.0,"",42.0,""
ANNAPURNA GHEE 500 GM 500 GM,,8901832205002,304.51,325.0,0.0 PCS,0.0,"",375.0,""
ANNAPURNA KASUNDI 675 GM,,8906007976572,49.0,69.0,3.0 PCS,147.0,"",90.0,""
ANP MANGO PANNA 700ML 700 ML,,8906007974073,128.0,149.0,11.0 PCS,1478.4,"",175.0,""
ANP MIXED PICKLE 1KG 1 KG,,8906007976015,84.09,129.0,0.0 PCS,0.0,"",150.0,""
ANP MIXED PICKLE 200GM 200 GM,,8906007976022,36.87,59.0,0.0 PCS,0.0,"",70.0,""
ANP ORANGE SQUASH 700ML 700 ML,,8906007971072,120.0,149.0,11.0 PCS,1386.0,"",160.0,""
ANP TANGO SAUCE 1LTR 1 LTR,,8906007970006,55.9,75.0,1.0 PCS,55.9,"",95.0,""
ANP VINEGAR 300ML 300 ML,,8906007975537,19.0,29.0,0.0 PCS,0.0,"",30.0,""
ANP VINEGAR 650ML 650 ML,,8906007975575,27.2,39.0,0.0 PCS,0.0,"",45.0,""
ANTI DANDRUFF HAIR CREAM 100 ML,,8901138836177,74.58,95.0,0.0 PCS,0.0,"",100.0,""
ANTI DANDRUFF SHAMPOO 180 ML,,8901138002466,123.73,159.0,2.0 PCS,247.46,"",175.0,""
ANTI HAIRFALL CREAM. 100 ML,,8901138836160,74.58,95.0,1.0 PCS,74.58,"",100.0,""
ANTI HAIRFALL SHAMPOO 180 ML,,8901138002411,123.26,152.0,2.0 PCS,246.52,"",160.0,""
ANTI HAIRFALL SHAMPOO 80 ML,,8901138002404,53.15,65.0,0.0 PCS,0.0,"",69.0,""
ANTI-DANDRUFF SHAMPOO. 80 ML,,8901138002459,57.78,73.0,3.0 PCS,173.34,"",75.0,""
ANUSHRI AGARBATTI 1N,,8906016572451,15.31,19.0,13.0 PCS,199.03,"",20.0,""
ANUSHRI AGARBATTI 60 STICKS,,8906016572383,15.08,20.0,0.0 PCS,0.0,"",20.0,""
APSARA LONG SHARPNER 5/-,,"",3.5,5.0,-3.0 PCS,-10.5,"",5.0,""
APTAGROW 400 GM,,8906048501870,480.48,580.0,1.0 PCS,480.48,"",625.0,""
AQUA FRESH 125 G,,8904109498244,70.0,75.0,18.0 PCS,1260.0,"",80.0,""
AQUA JAAL 20 LITAR,,"",40.0,60.0,9988.0 PCS,399520.0,"",70.0,""
ARABIAN DATES 500 GM,,8906095126668,140.0,190.0,5.0 PCS,700.0,"",249.0,""
ARABIAN DATES 500 GM,,8906140202217,135.0,149.5,9.0 PCS,1215.0,"",215.0,""
ARABIAN GARDEN 1,,6937859503779,9.58,15.0,14.0 PCS,134.12,"",15.0,""
ARHAM BPT RICE 26 KG,,"",1250.0,1300.0,95.0 PCS,118750.0,"",1700.0,""
ARHAM BPT RICE LOOSE 1KG,,"",47.0,50.0,9286.38 PCS,436459.86,"",52.0,""
ARHAR DAL LOOSE 1 KG,,"",102.0,110.0,-5.75 PCS,-586.5,"",140.0,""
ARHAR DAL LOOSE 500 GM,,"",53.0,59.0,0.0 PCS,0.0,"",0.0,""
ARHAR DAL LOOSE NEW 1 KG,,"",100.0,110.0,51.6 PCS,5160.0,"",140.0,""
ARIEL 4 KG,,4987176177667,534.27,725.0,4.0 PCS,2137.08,"",1450.0,""
ARIEL FRONT LOAD 3 LTR,,4987176164032,500.0,550.0,0.0 PCS,0.0,"",580.0,""
ARIEL LIQUID 1 LTR,,4987176164056,112.24,139.0,0.0 PCS,0.0,"",149.0,""
ARIEL LIQUID 500 ML,,4987176143822,108.28,135.0,0.0 PCS,0.0,"",138.0,""
ARIEL LIQUID POUCH 50 ML,,4987176159083,7.49,10.0,30.0 PCS,224.7,"",10.0,""
ARIEL MAT LIQ POUCH 2 LTR,,4987176162762,336.63,379.0,1.0 PCS,336.63,"",429.0,""
ARIEL MAT LIQ POUCH FL 1 LTR,,4987176164070,127.31,159.0,5.0 PCS,636.55,"",169.0,""
ARIEL MATIC LIQ POUCH 50 ML,,4987176159106,9.0,10.0,5.0 PCS,45.0,"",10.0,""
ARIEL MATIC LIQUID BOTTLE TL 1 LTR,,4987176126641,147.65,179.0,0.0 PCS,0.0,"",196.0,""
ARIEL MATIC LIQUID FL BOTTLE 500 ML,,4987176143839,116.13,145.0,0.0 PCS,0.0,"",148.0,""
ARIEL MATIC LIQUID FRONT LOAD 2 LTR,,4987176162779,297.4,360.0,0.0 PCS,0.0,"",379.0,""
ARIEL MATIC LIQUID FRONT LOAD 6 LTR,,4987176303165,1000.0,1080.0,0.0 PCS,0.0,"",1159.0,""
ARIEL MATIC LIQUID TOP LOAD 4 LTR,,4987176200785,587.73,720.0,0.0 PCS,0.0,"",749.0,""
ARIEL PAWDAR 75 GM,,4987176340122,7.47,10.0,-14.0 PCS,-104.58,"",10.0,""
ARIEL POWDER 1KG 1 KG,,4987176069696,100.61,125.0,17.0 PCS,1710.37,"",130.0,""
ARIEL POWDER 500 GM,,4987176108630,54.18,65.0,36.0 PCS,1950.48,"",70.0,""
ARIEL POWER GEL 100 IN 1 WASH 1 KG,,4987176371850,154.42,185.0,1.0 PCS,154.42,"",205.0,""
ARIEL POWER GEL 900 GM,,4987176374356,127.3,150.0,0.0 PCS,0.0,"",169.0,""
ARROWROOT 35.3 GM,,8901063138551,4.34,5.0,1717.0 PCS,7451.78,"",5.0,""
ASHIRVAD ATTA 1 KG,,8901725121143,51.67,54.0,-74.0 PCS,-3823.58,"",60.0,""
ASHIRWAD ATTA 5 KG,,8901725121129,254.96,269.0,-3.0 PCS,-764.88,"",298.0,""
ASHOKA KACCHI GHANI POUCH 1 LTR,,8906161070574,174.0,180.0,10.0 PCS,1740.0,"",263.0,""
ASHOKA MUSTARD BOTTLE 1 LTR,,8906161070000,178.0,185.0,2.0 PCS,356.0,"",265.0,""
ATTA LOOSE 1 KG,,"",35.8,39.0,-63.85 PCS,-2285.83,"",40.0,""
ATTA MARIE 300 GM,,8901928602500,34.01,39.0,5.0 PCS,170.05,"",40.0,""
AVICAN MUSHROOM BUTTONS 400 GM,,607469915717,65.0,80.0,91.0 PCS,5915.0,"",120.0,""
AXE SIGNATURE CHAMPION F.AQUA 154 ML,,8901030834103,118.22,199.0,0.0 PCS,0.0,"",310.0,""
AXE SIGNATURE SUAVE DEO 122 ML,,8901030834608,140.15,199.0,1.0 PCS,140.15,"",245.0,""
B L V GLAM WOMAN 150 ML,,8906150348073,179.0,199.0,1.0 PCS,179.0,"",249.0,""
B&P CUSTARD POWDER 500 GM,,8901030521225,122.0,129.0,0.0 PCS,0.0,"",150.0,""
B.A NABAB BADSHAH 200 GM,,9506000139348,40.0,47.0,4.0 PCS,160.0,"",50.0,""
B.D. 75 FREGNANT,,813923001609,7.75,9.0,-39.0 PCS,-302.25,"",10.0,""
B.D. AGARBATTI,,813923005317,39.17,45.0,42.0 PCS,1645.14,"",60.0,""
B.D. INSENCE STICK,,813923005256,15.42,20.0,0.0 PCS,0.0,"",25.0,""
B.D. LIFE,,8902264057313,7.33,9.0,70.0 PCS,513.1,"",10.0,""
B.D. NIGHT QUEEN,,8902264063734,7.33,9.0,39.0 PCS,285.87,"",10.0,""
B.D. SHIV SHAKTI,,8902264017133,7.33,9.0,70.0 PCS,513.1,"",10.0,""
B.P VANILLA CUSTARD POWDER 100 GM,,"",29.22,39.0,0.0 PCS,0.0,"",40.0,""
BABY CORN 800 GM,,"",85.0,99.0,26.0 PCS,2210.0,"",210.0,""
BABY CREAM 100 ML,,8901138511494,135.59,169.0,12.0 PCS,1627.08,"",200.0,""
BABY CREAM 200 ML,,8901138831578,271.19,350.0,18.0 PCS,4881.42,"",400.0,""
BABY CREAM 50 ML,,8901138511487,74.15,89.0,0.0 PCS,0.0,"",105.0,""
BABY DERMA CREAM 50 GM,,8901138006518,86.44,120.0,3.0 PCS,259.32,"",125.0,""
BABY GIFT SET 5 N,,8901138837518,182.2,249.0,11.0 PCS,2004.2,"",269.0,""
BABY GIFT SET 7 N,,8901138513207,457.63,619.0,7.0 PCS,3203.41,"",675.0,""
BABY HAIR OIL 100 ML,,8901138845476,112.38,139.0,0.0 PCS,0.0,"",160.0,""
BABY HAIR OIL 200 ML,,8901138845483,217.14,219.0,22.0 PCS,4777.08,"",285.0,""
BABY HAIR OIL 50 ML,,8901138845469,56.78,69.0,0.0 PCS,0.0,"",80.0,""
BABY LOTION 100 ML,,8901138511463,84.75,89.0,18.0 PCS,1525.5,"",125.0,""
BABY LOTION 200 ML,,8901138511470,142.37,189.0,6.0 PCS,854.22,"",210.0,""
BABY MSG OIL 200 ML,,8901138512408,176.27,229.85,13.0 PCS,2291.51,"",260.0,""
BABY MSG OIL 50 ML,,8901138829124,50.0,59.0,0.0 PCS,0.0,"",70.0,""
BABY POWDER 100 GM,,8901138511814,88.27,99.0,8.0 PCS,706.16,"",125.0,""
BABY POWDER 200 GM,,8901138513153,160.0,169.0,26.0 PCS,4160.0,"",210.0,""
BABY RASH RELIEF CREAM 20 GM,,8901138006877,66.96,85.0,11.0 PCS,736.56,"",100.0,""
BADZ BALCK DEO 100 GM,,8927681609907,110.0,169.0,6.0 PCS,660.0,"",225.0,""
BADZ DEO 100 GM,,8927681611726,110.0,169.0,6.0 PCS,660.0,"",225.0,""
BADZ RED DEO 100 GM,,8927681605794,110.0,169.0,6.0 PCS,660.0,"",225.0,""
BAIDYANATH BODY OIL 300 ML,,8904084594184,69.05,166.0,5.0 PCS,345.25,"",166.0,""
BAJAJ A L D 50 ML,,8906014765947,33.77,37.0,14.0 PCS,472.78,"",39.0,""
BAJAJ ALMOND 114 ML,,8906014765961,69.26,71.0,21.0 PCS,1454.46,"",75.0,""
BAJAJ ALMOND DROPS 19 ML,,8906014765039,9.0,10.0,-4.0 PCS,-36.0,"",10.0,""
BAJAJ ALMOND OIL 190 ML,,8906014765978,142.86,155.0,17.0 PCS,2428.62,"",165.0,""
BAJAJ ALMOND OIL 285 ML,,8906014765985,194.81,215.0,9.0 PCS,1753.29,"",225.0,""
BAJAJ ALMOND OIL 475 ML,,8906014765992,316.02,355.0,5.0 PCS,1580.1,"",365.0,""
BAJAJ COCONUT HAIR OIL 85 ML,,8906014766012,54.66,63.0,0.0 PCS,0.0,"",66.0,""
BAJAJ GOLD COCO OIL 175 ML,,8906014765725,65.71,79.0,0.0 PCS,0.0,"",80.0,""
BAJAJ GOLD COCONUT HAIR OIL 175 ML,,8906014766029,61.9,69.0,0.0 PCS,0.0,"",75.0,""
BAJRA ATTA 500 GM,,8906112668829,90.0,99.0,26.0 PCS,2340.0,"",110.0,""
BAJRA MIX 200 GM,,8906013811218,60.0,68.0,0.0 PCS,0.0,"",75.0,""
BALAJI MATIC BALL PEN 10/-,,"",6.5,10.0,9.0 PCS,58.5,"",10.0,""
BALAJI PAPAD 240 GM,,"",29.33,40.0,-39.0 PCS,-1143.87,"",60.0,""
BALAK BOTTLE 1 LTR,,8908018920001,169.0,174.0,0.0 PCS,0.0,"",200.0,""
BALAK BOTTLE 500 ML,,"",86.75,92.0,3.0 PCS,260.25,"",105.0,""
BALAK POUCH 1 LTR,,8908018920056,162.0,168.0,35.0 PCS,5670.0,"",200.0,""
BANANA CHIPS 30 GM,,8904067713007,17.0,20.0,5.0 PCS,85.0,"",20.0,""
BANANA CHIPS PERI PERI 30 GM,,8904067712994,8.0,16.0,1.0 PCS,8.0,"",20.0,""
BANGALI ANA 100 GM,,89033428491320,20.0,24.0,2.0 PCS,40.0,"",25.0,""
BANGALI ANA 400 GM,,89033428490462,80.0,89.0,0.0 PCS,0.0,"",100.0,""
BAR ONE 12.4 GM,,8901058024098,4.27,5.0,17.0 PCS,72.59,"",5.0,""
BAR ONE 1N,,8901058024074,8.54,10.0,41.0 PCS,350.14,"",10.0,""
BARARI DATES 500 GM,,4792007690112,195.0,240.0,1.0 PCS,195.0,"",360.0,""
BARARI DATES 500 GM,,6295003438118,90.0,99.0,21.0 PCS,1890.0,"",150.0,""
BARAT VASI 85 GM,,8901184113642,40.0,50.0,129.0 PCS,5160.0,"",55.0,""
BAROBHAKHAR POWDER 100 GM,,8906080981081,26.67,35.0,261.0 PCS,6960.87,"",40.0,""
BAROBHAKHAR POWDER 200 GM,,8906080980732,52.0,59.0,186.0 PCS,9672.0,"",75.0,""
BASIL RAW SEEDS 250 GM,,8906112662735,160.0,169.0,20.0 PCS,3200.0,"",200.0,""
BASMATI RICE XXXL 1 KG,,"",105.0,110.0,-10.58 PCS,-1110.9,"",120.0,""
BASMATI RICE XXXL 1 KG,,"",105.0,110.0,18667.0 PCS,1960035.0,UNILEAVER,120.0,""
BAT BLACK DATES 250 GM,,8908017474437,80.0,100.0,1.0 PCS,80.0,"",135.0,""
BAULI BRITANNIA,,8906005618849,15.87,18.9,1021.0 PCS,16203.27,"",20.0,""
BAULI MOONFILS 45 GM,,8906005618801,16.5,20.0,-22.0 PCS,-363.0,"",18.0,""
BAYGON MAX COCKROACH KILLER 400 ML,,8904271200386,161.02,170.0,5.0 PCS,805.1,"",209.0,""
BAYGON MAX COOCKROACH KILLER 200 ML,,8904271200362,88.59,100.0,4.0 PCS,354.36,"",115.0,""
BAYGON MAX MOSQUITO KILLER 200 ML,,8904271201789,88.59,100.0,4.0 PCS,354.36,"",115.0,""
BAYGON MOSQUITO KILLER 400 ML,,8904271201802,161.02,170.0,0.0 PCS,0.0,"",209.0,""
BC ALL IN ONE 400 GM,,820294212374,97.0,110.0,0.0 PCS,0.0,"",125.0,""
BC BADAM LACHHA MIX 350 GM,,820294002814,120.0,130.0,-1.0 PCS,-120.0,"",140.0,""
BC BESAN LADDU 200 GM3,,810086031580,90.0,110.0,5.0 PCS,450.0,"",150.0,""
BC BHUJIA 900 GM,,904067713007,220.0,249.0,0.0 PCS,0.0,"",350.0,""
BC BHUJIA 900 GM,,820294212213,220.0,249.0,1.0 PCS,220.0,"",330.0,""
BC CHALTE TASTY NUTS 200 GM,,820294212534,48.0,60.0,-4.0 PCS,-192.0,"",63.0,""
BC CHANA ALMOND BURFI 250 GM,,810086032273,110.0,150.0,0.0 PCS,0.0,"",200.0,""
BC CHATKHAT BHELPURI 90 GM,,820294212848,34.0,39.0,5.0 PCS,170.0,"",45.0,""
BC FALHARI MIXTURE,,820294212626,35.0,40.0,-2.0 PCS,-70.0,"",65.0,""
BC KAJU CORNFLAKES 350 GM,,820294212572,125.0,139.0,-1.0 PCS,-125.0,"",160.0,""
BC KAJU KATLI 125 GM,,810086031740,160.0,170.0,10.0 PCS,1600.0,"",200.0,""
BC LITE CHIWDA 140 GM,,820294000254,45.0,55.0,0.0 PCS,0.0,"",70.0,""
BC MILK CAKE 500,,820294007956,350.0,420.0,0.0 PCS,0.0,"",500.0,""
BC MINI BHAKARWADI 200 GM,,820294005273,54.0,60.0,0.0 PCS,0.0,"",65.0,""
BC NAVRATAN MIX 400GM,,820294212459,97.0,110.0,-1.0 PCS,-97.0,"",120.0,""
BC PUNJIAVI MIX 160GM,,820294007581,35.0,37.85,0.0 PCS,0.0,"",40.0,""
BC SATTU LADDU 336 GM,,8906015654356,140.0,199.0,1.0 PCS,140.0,"",349.0,""
BC WALNUTS 500 GM,,8908004114964,360.0,399.0,2.0 PCS,720.0,"",475.0,""
BEETROOT GENTLE F C WASH 100 ML,,8904417311549,175.54,220.0,4.0 PCS,702.16,"",269.0,""
BEETROOT HYDRAFUL MST CREAM 50 GM,,8904417318302,99.63,115.0,0.0 PCS,0.0,"",129.0,""
BELLA VITA MOOD COLLECTION 45 ML,,8906188061609,431.69,599.0,0.0 PCS,0.0,"",849.0,""
BELLA VITA NIGHT FEVER 100 ML,,8906161171264,457.12,599.0,4.0 PCS,1828.48,"",899.0,""
BELLA VITA VANILLA 100 ML,,8906188064112,406.27,549.0,6.0 PCS,2437.62,"",799.0,""
BELLAVITA CEO MAN 150 ML,,8906150340442,119.86,199.0,1.0 PCS,119.86,"",249.0,""
BELLAVITA CEO MEN PARFUM 100ML,,8906150342996,304.58,469.0,2.0 PCS,609.16,"",599.0,""
BELLAVITA DATE WOMAN 20 ML,,8906161171424,88.98,149.0,1.0 PCS,88.98,"",175.0,""
BELLAVITA DATE WOMEN,,BELAB00000403,10.0,90.0,0.0 PCS,0.0,"",100.0,""
BELLAVITA DEO 150 ML,,8906150348479,111.86,179.0,0.0 PCS,0.0,"",220.0,""
BELLAVITA DEVIL 100 ML,,8906161171257,457.12,699.0,3.0 PCS,1371.36,"",899.0,""
BELLAVITA GIFT SET FOR HIM 45 ML,,8906188061593,408.67,549.0,0.0 PCS,0.0,"",849.0,""
BELLAVITA GLAM WOMAN S GEL 250 ML,,8906150349148,101.19,169.0,1.0 PCS,101.19,"",199.0,""
BELLAVITA GOAT MEN 100 ML,,8906150343559,304.58,469.0,3.0 PCS,913.74,"",599.0,""
BELLAVITA HOT MESS WOMEN 100 ML,,8906150345218,457.12,699.0,2.0 PCS,914.24,"",899.0,""
BELLAVITA KLUB MAN 100 ML,,8906150343740,304.58,399.0,0.0 PCS,0.0,"",599.0,""
BELLAVITA MANGO PARFUM 100 ML,,8906188064105,406.27,599.0,3.0 PCS,1218.81,"",799.0,""
BELLAVITA OCEAN MAN 100 ML,,8906150344693,457.12,599.0,2.0 PCS,914.24,"",899.0,""
BELLAVITA OUD GOLD 100 ML,,8906150344716,457.12,699.0,2.0 PCS,914.24,"",899.0,""
BELLAVITA PURE MUSK PARFUM 100ML,,8906161171240,457.12,699.0,3.0 PCS,1371.36,"",899.0,""
BELLAVITA SKAI AQUATIC 150 ML,,8906150340480,119.86,199.0,9.0 PCS,1078.74,"",249.0,""
BELLAVITA SKAI SHOWER GEL 250 ML,,8906150349124,101.19,159.0,11.0 PCS,1113.09,"",199.0,""
BELLAVITA SOAP SET 300 GM,,8906188068998,160.95,180.0,6.0 PCS,965.7,"",199.0,""
BELLAVITA WHITE OUD 100 ML,,8906150343054,304.58,399.0,0.0 PCS,0.0,"",599.0,""
BELLAVITA WHITE OUD 20 ML,,8906161171400,88.98,149.0,0.0 PCS,0.0,"",175.0,""
BELLAVITA WHITE OUD DEO 150 ML,,8906150344648,200.0,209.0,5.0 PCS,1000.0,"",249.0,""
BENGAL BLEACHING POWDER,,8901337127083,64.29,70.0,22.0 PCS,1414.38,"",75.0,""
BENGAL TIGER CITRA FRESH 500 ML,,"",35.0,40.0,48.0 PCS,1680.0,"",80.0,""
BERRY SHINE LIP CARE 4.5 GM,,8901138001520,144.07,190.0,7.0 PCS,1008.49,"",199.0,""
BESAN LADDU 200 GM,,8904132918214,90.0,110.0,23.0 PCS,2070.0,"",150.0,""
BESAN LADDU 400 GM,,810086030132,170.0,200.0,2.0 PCS,340.0,"",300.0,""
BEST CHOICE PALMOLEIN OIL 750 GM,,8901248146012,98.1,113.0,18.0 PCS,1765.8,"",144.0,""
BEST CHOICE REF SOYABEAN OIL 400 GM,,8901248146203,57.38,66.0,11.0 PCS,631.18,"",83.0,""
BEST CHOICE SOYABEAN OIL 800 GM,,8901248146197,111.43,124.0,0.0 PCS,0.0,"",161.0,""
BEST OF LUCK 15/-,,"",10.5,15.0,20.0 PCS,210.0,"",15.0,""
BEYOND SNACK CHIPS,,"",8.33,10.0,2.0 PCS,16.66,"",10.0,""
BHANGA KALAI 1 KG,,"",96.0,115.0,12890.0 PCS,1237440.0,UNILEAVER,120.0,""
BHANGA KALAI 1 KG,,"",96.0,115.0,-2.295 PCS,-220.32,"",120.0,""
BHANGA KALAI 1KG,,906150340480,119.86,115.0,-7.25 PCS,-868.99,"",140.0,""
BHANGA KALAI 1KG,,No.12347050,105.0,115.0,0.0 PCS,0.0,"",140.0,""
BHANGA KALAI 500GM,,No.1234550,53.0,59.0,0.0 PCS,0.0,"",70.0,""
BHARAT VASI 15 GM,,8901184113871,7.5,10.0,309.0 PCS,2317.5,"",12.0,""
BHIKHARAM PEDA 336 GM,,8906015654554,260.0,299.0,0.0 PCS,0.0,"",429.0,""
BHRINGARAJA OIL 100 ML,,8902443500425,220.0,230.0,4.0 PCS,880.0,"",275.0,""
BHUJIA 170 GM,,820294212244,48.0,55.0,-6.0 PCS,-288.0,"",63.0,""
BHUJIA 170 GM,,8904063200051,46.4,55.0,25.0 PCS,1160.0,"",57.0,""
BHUJIA 205G 205 GM,,8904063218414,48.0,55.0,29.0 PCS,1392.0,"",60.0,""
BHUJIA 400 GM,,820294212237,97.0,110.0,2.0 PCS,194.0,"",135.0,""
BHUJIA 410G 410 GM,,8904063218407,96.0,115.0,0.0 PCS,0.0,"",118.0,""
BHUJIA 70 GM,,8904063254474,14.58,19.0,1.0 PCS,14.58,"",20.0,""
BHUT JOLOKIA PICKLE 16 GM,,8904179810168,7.14,10.0,256.0 PCS,1827.84,"",10.0,""
BHUT JOLOKIA PICKLE 50 GM,,8904179810038,15.71,20.0,7.0 PCS,109.97,"",20.0,""
BIGJOLA KING CHILLI PICKLE 17 GM,,8908019716009,8.0,10.0,-8.0 PCS,-64.0,"",10.0,""
BIHU RANGALI 97 GM,,8901751031522,38.1,49.0,24.0 PCS,914.4,"",55.0,""
BIKAJI BHUJIA 200 GM,,8906005500052,47.62,55.0,2.0 PCS,95.24,"",58.0,""
BIKAJI BHUJIA 400 GM,,8906005500083,90.0,110.0,32.0 PCS,2880.0,"",115.0,""
BIKAJI BHUJIA 420 GM,,8905950002314,90.48,110.0,0.0 PCS,0.0,"",115.0,""
BIKAJI BIKANERI BHUJIA 200 GM,,8905950003441,44.76,55.0,78.0 PCS,3491.28,"",58.0,""
BIKAJI BIKANERI BHUJIA 400 GM,,8905950003434,90.48,105.0,0.0 PCS,0.0,"",115.0,""
BIKAJI COCONUT 200 GM,,8906001384076,21.9,26.0,-22.0 PCS,-481.8,"",27.0,""
BIKAJI KHATTA MEETHA 400 GM,,8906005500786,91.43,105.0,2.0 PCS,182.86,"",110.0,""
BIKAJI KHATTA MEETHA TANA-BANA 220 GM,,8905950000211,44.76,55.0,0.0 PCS,0.0,"",58.0,""
BIKAJI KUCH-KUCH,,8905950002369,48.0,55.0,9.0 PCS,432.0,"",58.0,""
BIKAJI MANBHAVAN SOANPAPDI 200 GM,,8906005503268,45.71,55.0,42.0 PCS,1919.82,"",62.0,""
BIKAJI MASALA MASTI 60 GM,,8905950000464,15.71,20.0,10.0 PCS,157.1,"",20.0,""
BIKAJI ONION CHIPS 60 GM,,8905950000495,15.24,19.0,0.0 PCS,0.0,"",20.0,""
BIKAJI ONION CHIPS 65GM,,8905950001089,15.71,20.0,2.0 PCS,31.42,"",20.0,""
BIKAJI PANEER 200 GM,,8906005506405,50.0,55.0,63.0 PCS,3150.0,"",75.0,""
BIKAJI PANEER 400,,8906005500571,90.0,99.0,100.0 PCS,9000.0,"",130.0,""
BIKAJI PANEER 400 GM,,"",90.0,99.0,11.0 PCS,990.0,"",130.0,""
BIKAJI PANEER 800 GM,,8906005504388,160.0,167.0,97.0 PCS,15520.0,"",230.0,""
BIKAJI PANEER BHUJIA,,8906005506009,48.0,57.0,12.0 PCS,576.0,"",58.0,""
BIKAJI SALTED CHIPS 60 GM,,8905950000471,15.71,19.0,2.0 PCS,31.42,"",20.0,""
BIKAJI SUB KUCH,,8906005500854,48.0,53.0,10.0 PCS,480.0,"",58.0,""
BIKAJI TANA BANA 200 GM,,8906005500755,47.62,55.0,0.0 PCS,0.0,"",56.0,""
BIKAJI TANA BANA 440 GM,,8905950000167,90.48,110.0,0.0 PCS,0.0,"",115.0,""
BIKAJI TANGY CHIPS 60 GM,,8905950000501,15.24,20.0,0.0 PCS,0.0,"",20.0,""
BIKAJI TOMATO SALSA CHIPS 65 GM,,8906005504647,15.71,20.0,1.0 PCS,15.71,"",20.0,""
BIKANERI PAPAD 200 GM,,8908001462044,55.0,65.0,7.0 PCS,385.0,"",90.0,""
BIKANERI PAPAD 400 GM,,8908001462006,123.0,140.0,0.0 PCS,0.0,"",170.0,""
BINDAAZ,,8901262070379,4.33,5.0,18.0 PCS,77.94,"",5.0,""
BINGO T.P CHIPS 45 GM,,8901725007560,12.99,19.0,-1.0 PCS,-12.99,"",20.0,""
BINGO TM/MAD/MAD RED,,"",17.0,20.0,62.0 PCS,1054.0,"",20.0,""
BIRIYANI PULAV MASALA 25G 25 GM,,8901781001267,32.0,39.0,32.0 PCS,1075.2,"",42.0,""
BIRON CHIRA 1 KG,,"",140.0,160.0,9.82 PCS,1374.8,"",200.0,""
BISK FARM COCO MALAI 200 GM,,8901928312904,22.96,26.0,10.0 PCS,229.6,"",27.0,""
BISK FARM HALF HALF 150 GM,,8901928082005,18.92,24.0,0.0 PCS,0.0,"",25.0,""
BISK FARM HALF HALF 72 GM,,8901928081381,8.5,10.0,6.0 PCS,51.0,"",10.0,""
BISK FARM LA JAMMY,,8901928630503,8.5,10.0,-4.0 PCS,-34.0,"",10.0,""
BISK.FARM HEYLO 200 GM,,8906017863404,30.27,38.0,1.0 PCS,30.27,"",40.0,""
BLACK BOURBON,,"",7.45,9.0,24.0 PCS,187.74,"",9.0,""
BLACK BOURBON VANILLA 40 GM,,8901719115929,7.57,10.0,0.0 PCS,0.0,"",10.0,""
BLACK BOURBON VANILLA 40 GM,,8901719136566,7.57,10.0,336.0 PCS,2670.7,"",10.0,""
BLACK DATES,,8908017474420,170.0,190.0,8.0 PCS,1360.0,"",270.0,""
BLACK DATES,,"",170.0,190.0,25.0 PCS,4250.0,"",270.0,""
BLACK DRAGON 1N,,8906001480341,67.0,80.0,3.0 PCS,201.0,"",240.0,""
BLACK DRAGON SINGLE PIECE 1 PC,,"",5.58,10.0,97.0 PCS,541.26,"",10.0,""
BLACK EMIRATES DATES 500 GM,,6291100219001,150.0,190.0,0.0 PCS,0.0,"",230.0,""
BLACK PAPER 8 GM,,"",8.0,10.0,45.0 PCS,360.0,"",10.0,""
BLACK PAPER 8 GM,,http://everestspices.com/?,8.0,10.0,87.0 PCS,696.0,"",10.0,""
BLACK PAPPER WHOLE 50 GM,,8901781002400,57.14,65.0,117.0 PCS,7019.65,"",70.0,""
BLACK PEPPER 50 GM,,8901781000567,64.76,75.0,17.0 PCS,1100.92,"",85.0,""
BLACK PEPPER 50G 50 GM,,8901786260508,73.8,87.0,17.0 PCS,1254.6,"",92.0,""
BLACK PHENEOL 450 ML,,8901337331183,72.0,75.0,0.0 PCS,0.0,"",88.0,""
BLACK SALT LOOSE 1 KG,,"",34.0,40.0,19.0 PCS,646.0,"",50.0,""
BLACK STONE,,8902264068906,40.0,50.0,74.0 PCS,2960.0,"",60.0,""
